food_name,Calories,protein_g,fat_g,carbs_g
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",129.87,5.32,5.47,14.84
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",134.48000000000002,5.35,5.48,15.94
Chicken or turkey pot pie,203.93,5.11,11.85,19.21
"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",160.26,7.12,8.74,13.28
"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",166.82999999999998,7.17,8.75,14.85
"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",131.54000000000002,5.46,7.18,11.27
"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",129.5,5.22,6.82,11.81
"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",127.33000000000001,5.53,6.57,11.52
"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",128.56,5.59,6.16,12.69
"Chicken fricassee, Puerto Rican style",173.11,12.14,10.67,7.13
Paella with seafood,140.73000000000002,8.03,4.77,16.42
"Seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",72.44999999999999,8.68,1.65,5.72
Shrimp chow mein or chop suey with noodles,117.95000000000002,9.05,4.03,11.37
"Shrimp creole, with rice",120.75,10.12,3.63,11.9
Tuna pot pie,220.28,8.96,13.16,16.5
"Tuna noodle casserole with vegetables, cream or white sauce",147.27999999999997,9.01,6.12,14.04
"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",137.01999999999998,8.35,5.22,14.16
"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",141.82,8.39,5.22,15.32
Bouillabaisse,96.03,13.42,3.75,2.15
Oyster pie,245.14,5.38,15.98,19.95
"Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",71.26,8.82,1.34,5.98
Tuna noodle casserole with vegetables and mushroom sauce,123.63,7.97,4.43,12.97
"Codfish with starchy vegetables, Puerto Rican style",136.79,3.53,5.43,18.45
"Stewed codfish, Puerto Rican style",113.58,10.87,4.02,8.48
"Biscayne codfish, Puerto Rican style",191.28,9.2,12.24,11.08
"Stew, NFS",89.7,5.23,3.98,8.24
"Goulash, NFS",162.64,15.31,7.4,8.7
"Meat pie, NFS",203.93,5.11,11.85,19.21
"Chow mein or chop suey, NS as to type of meat, with noodles",133.11,9.91,5.43,11.15
"Paella, NFS",165.85,9.54,7.17,15.79
Brunswick stew,119.59,11.26,5.03,7.32
"Chow mein or chop suey, various types of meat, with noodles",136.21,10.36,5.57,11.16
"Stewed variety meats, mostly liver, Puerto Rican style",108.49000000000001,15.78,2.49,5.74
"Stewed tripe, with potatoes, Puerto Rican style",108.71000000000001,8.57,4.07,9.45
Gumbo with rice,89.67,8.16,3.43,6.54
Jambalaya with meat and rice,161.37,13.77,7.97,8.64
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",118.21000000000001,11.41,6.73,3.0
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",124.57,10.03,7.09,5.16
"Beef shish kabob with vegetables, excluding potatoes",122.9,14.7,4.9,5.0
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",113.79,8.24,6.99,4.48
Swiss steak,130.38,10.82,8.1,3.55
"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",189.32,20.53,9.04,6.46
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",119.14,7.67,7.18,5.96
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",116.41999999999999,7.8,7.14,5.24
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",123.53999999999999,7.85,7.14,6.97
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",145.54,11.75,8.82,4.79
Beef and broccoli,159.29000000000002,10.55,10.65,5.31
"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",117.96000000000001,7.33,7.68,4.88
Szechuan beef,105.18,7.08,5.3,7.29
Hunan beef,105.18,7.08,5.3,7.29
"Beef chow mein or chop suey, no noodles",81.92999999999999,10.76,2.61,3.85
Kung Pao beef,223.74,18.34,14.58,4.79
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",148.03,12.03,9.15,4.39
"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",119.36,7.43,7.96,4.5
"Beef and vegetables, Hawaiian style",87.16,4.33,1.48,14.13
Pepper steak,147.24,11.87,9.12,4.42
"Beef, ground, with egg and onion",222.40999999999997,21.86,14.53,1.05
Beef salad,256.76,17.9,19.32,2.82
"Beef taco filling: beef, cheese, tomato, taco sauce",179.16,12.99,11.32,6.33
Stir fried beef and vegetables in soy sauce,93.52000000000001,10.85,3.68,4.25
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",116.30000000000001,8.06,7.34,4.5
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",124.38,8.11,7.34,6.47
Seasoned shredded soup meat,202.54999999999998,18.22,12.79,3.64
"Beef stew with vegetables excluding potatoes, Puerto Rican style",214.5,15.08,14.14,6.73
"Corned beef with tomato sauce and onion, Puerto Rican style",196.12,19.18,12.36,2.04
"Beef steak with onions, Puerto Rican style",316.52000000000004,20.92,24.12,3.94
Cabbage with ham hocks,72.28999999999999,7.97,2.49,4.5
Ham or pork salad,227.05,13.31,18.09,2.75
Frankfurters or hot dogs and sauerkraut,209.82,7.94,18.22,3.52
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",122.78999999999999,11.2,7.27,3.14
Greens with ham or pork,51.05,4.91,1.41,4.68
"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",117.57,7.03,7.77,4.88
"Pork and vegetables, Hawaiian style",91.47,7.37,3.63,7.33
Pork and watercress with soy-based sauce,187.52999999999997,14.87,12.69,3.46
Kung Pao pork,222.37,17.3,14.89,4.79
"Moo Shu pork, without Chinese pancake",153.37,10.43,10.61,4.04
Pork and onions with soy-based sauce,148.5,11.05,9.14,5.51
Pork hash,182.25,12.96,13.65,1.89
"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",114.67999999999999,7.45,8.28,2.59
"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",121.19,7.56,7.83,5.12
"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",125.63,10.07,7.03,5.52
"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",118.93,7.12,8.05,4.5
"Pork chow mein or chop suey, no noodles",95.46,10.34,4.3,3.85
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",113.13,7.76,7.13,4.48
"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",121.25999999999999,7.81,7.14,6.44
"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",117.06,5.56,8.34,4.94
"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",125.30000000000001,5.62,8.34,6.94
"Sausage and peppers, no sauce",247.83,13.99,19.87,3.26
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",144.67000000000002,11.06,9.03,4.79
"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",147.13,11.31,9.37,4.39
"Pork shish kabob with vegetables, excluding potatoes",121.74000000000001,13.78,5.18,5.0
"Stuffed christophine, Puerto Rican style",213.23000000000002,12.62,16.11,4.44
"Pork chop stewed with vegetables, Puerto Rican style",92.69,10.82,3.17,5.22
"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",113.67,13.52,3.79,6.37
"Lamb or mutton stew with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",119.43,14.41,3.83,6.83
"Veal goulash with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",94.00999999999999,12.59,3.61,2.79
"Veal goulash with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",95.86000000000001,12.96,3.74,2.59
"Veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce",121.93,9.36,6.73,5.98
"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",125.83,10.67,6.27,6.68
"Lamb shish kabob with vegetables, excluding potatoes",119.78,12.12,5.7,5.0
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",120.17999999999999,9.66,7.78,2.88
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",126.84,8.72,7.96,5.08
"Chicken or turkey shish kabob with vegetables, excluding potatoes",105.19,12.95,3.71,5.0
"Chicken or turkey creole, without rice",105.1,13.82,4.22,2.96
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",113.24000000000001,7.1,7.44,4.47
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",121.41,7.16,7.45,6.43
"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",187.75,9.37,13.67,6.81
"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",182.76999999999998,9.53,13.25,6.35
Chicken or turkey divan,143.07,15.51,7.23,3.99
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",95.28,8.18,4.56,5.38
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",134.14,10.6,8.22,4.44
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",116.80000000000001,7.23,7.8,4.42
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",124.80999999999999,7.28,7.81,6.35
General Tso chicken,294.8,12.9,16.36,23.99
Moo Goo Gai Pan,69.23,7.15,2.43,4.69
Kung pao chicken,129.34,9.76,6.98,6.87
Almond chicken,202.74,16.07,13.3,4.69
"Chicken or turkey chow mein or chop suey, no noodles",83.55,9.78,3.23,3.84
"Chicken or turkey salad, made with mayonnaise",235.92000000000002,13.97,18.76,2.8
Chicken or turkey salad with nuts and/or fruits,234.49,12.51,17.85,5.95
Chicken or turkey salad with egg,228.57999999999998,13.85,18.06,2.66
"Chicken or turkey salad, made with light mayonnaise",146.47000000000003,13.6,8.15,4.68
"Chicken or turkey salad, made with mayonnaise-type salad dressing",149.91,13.72,7.95,5.87
"Chicken or turkey salad, made with light mayonnaise-type salad dressing",146.47000000000003,13.6,8.15,4.68
"Chicken or turkey salad, made with creamy dressing",188.81,13.81,13.09,3.94
"Chicken or turkey salad, made with light creamy dressing",129.2,13.79,6.36,4.2
"Chicken or turkey salad, made with Italian dressing",146.4,13.67,7.84,5.29
"Chicken or turkey salad, made with light Italian dressing",116.19,13.6,4.71,4.85
"Chicken or turkey salad, made with any type of fat free dressing",112.60999999999999,13.37,3.81,6.21
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",64.21000000000001,10.22,1.33,2.84
"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",66.33,11.0,1.41,2.41
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",105.93,11.08,5.61,2.78
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",121.68,6.92,7.72,6.13
"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",93.47999999999999,10.4,4.52,2.8
"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",122.25,6.62,7.89,6.19
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",132.4,11.53,5.4,9.42
"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",120.50999999999999,10.36,5.27,7.91
"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",63.11,8.68,1.95,2.71
"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",114.86,6.47,6.86,6.81
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",120.0,9.83,7.24,3.88
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",126.8,9.87,7.24,5.54
"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",184.24,14.0,13.12,2.54
"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",199.69,25.15,11.01,0.0
Crab salad,185.52999999999997,9.44,15.89,1.19
Lobster salad,184.51999999999998,10.33,15.4,1.15
Salmon salad,210.32,10.86,17.36,2.66
"Shrimp chow mein or chop suey, no noodles",67.49,8.8,1.69,4.27
"Tuna salad, made with mayonnaise",194.41,10.12,15.85,2.82
"Tuna salad, made with light mayonnaise",106.56,9.82,5.4,4.67
"Tuna salad, made with mayonnaise-type salad dressing",109.75,9.92,5.19,5.84
"Tuna salad, made with light mayonnaise-type salad dressing",106.56,9.82,5.4,4.67
"Tuna salad, made with creamy dressing",148.48999999999998,10.03,10.29,3.94
"Tuna salad, made with light creamy dressing",79.11999999999999,9.86,1.16,7.31
"Tuna salad, made with Italian dressing",106.37,9.87,5.09,5.27
"Tuna salad, made with light Italian dressing",76.64,9.82,2.0,4.84
"Tuna salad, made with any type of fat free dressing",73.63,9.64,1.15,6.18
Shrimp salad,196.16000000000003,10.47,16.6,1.22
Seafood salad,188.58999999999997,10.08,15.95,1.18
Tuna salad with cheese,214.81999999999996,11.37,17.58,2.78
Tuna salad with egg,190.6,10.33,15.4,2.67
"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",61.67999999999999,8.2,2.04,2.63
"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",63.32000000000001,8.73,2.16,2.24
Crab salad made with imitation crab,197.32,4.12,16.28,8.58
"Fish, tofu, and vegetables, tempura",177.6,4.03,15.92,4.55
"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",44.94,7.68,0.5,2.43
"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",44.32,7.13,0.48,2.87
"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",61.22,8.44,2.06,2.23
"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",59.67,7.92,1.95,2.61
Oysters Rockefeller,131.31,7.65,7.07,9.27
Lomi salmon,60.18,7.55,1.86,3.31
"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",117.85,9.35,7.25,3.8
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",125.95,9.25,6.87,6.78
"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",115.56,9.2,6.4,5.29
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",116.96000000000001,9.38,6.64,4.92
"Shrimp shish kabob with vegetables, excluding potatoes",81.72000000000001,11.14,1.6,5.69
"Shrimp creole, no rice",121.59,14.32,5.15,4.49
Kung Pao shrimp,177.51999999999998,14.34,10.88,5.56
"Tuna casserole with vegetables and mushroom sauce, no noodles",114.71000000000001,8.86,5.07,8.41
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",119.34,9.45,6.38,6.03
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",120.86,9.63,6.62,5.69
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",110.82,6.25,6.9,5.93
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",117.94999999999999,6.3,6.91,7.64
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",108.02000000000001,6.28,7.26,4.39
